rangeIndex,freqIndex,esperanto,esperantoAudio,english,englishTranslationSource,englishAudio,sampleUsage,sampleUsageAudio,relatedWords,relatedWordsAudio,esperantoAudioSource,rangeIndexOriginal,tags
13998,17842,dividus,[sound:dividus_eo_ll.mp3],,,,,,,,Lingua Libre,3874,"""#OpenSubtitles"""
14000,17849,returni,[sound:returni_eo_ll.mp3],to return,ESPDIC,,,,,,Lingua Libre,3878,"""#OpenSubtitles"""
14002,17854,derivita,,,,,,,,,,3882,"""#OpenSubtitles"""
14003,17858,resonis,,,,,,,,,,3886,"""#OpenSubtitles"""
14004,17860,reeniri,,to reenter,ESPDIC,,,,,,,3887,"""#OpenSubtitles"""
14005,17865,daŭrigus,[sound:daŭrigus_eo_ll.mp3],,,,,,,,Lingua Libre,3890,"""#OpenSubtitles"""
14006,17871,allogos,,,,,,,,,,3896,"""#OpenSubtitles"""
14007,17872,trika,,,,,,,,,,5601,"""#OpenSubtitles"""
14008,14008,alarman,,,,,,,,,,3673,"""#OpenSubtitles"""
14008,17874,duh,,,,,,,,,,3897,"""#OpenSubtitles"""
14009,17877,freshe,,,,,,,,,,3899,"""#OpenSubtitles"""
14010,17881,inclinas,,,,,,,,,,3902,"""#OpenSubtitles"""
14011,17892,trejniĝis,,,,,,,,,,3913,"""#OpenSubtitles"""
14012,17910,afiŝita,[sound:afiŝita_eo_ll.mp3],,,,,,,,Lingua Libre,5933,"""#OpenSubtitles"""
14013,17915,dungitaro,[sound:dungitaro_eo_ll.mp3],"labor force, personnel, staff, workforce",ESPDIC,,,,,,Lingua Libre,3972,"""#OpenSubtitles"""
14014,17921,bs,,,,,,,,,,3950,"""#OpenSubtitles"""
14016,17926,flegado,[sound:flegado_eo_ll.mp3],"care, nursing",ESPDIC,,,,,,Lingua Libre,3976,"""#OpenSubtitles"""
14018,17934,orange,,,,,,,,,,3960,"""#OpenSubtitles"""
14019,17939,barbeko,,,,,,,,,,3967,"""#OpenSubtitles"""
14020,17951,maski,[sound:maski_eo_ll.mp3],to mask,ESPDIC,,,,,,Lingua Libre,3981,"""#OpenSubtitles"""
14021,17955,avertado,,,,,,,,,,3986,"""#OpenSubtitles"""
14022,17957,prick,,,,,,,,,,3986,"""#OpenSubtitles"""
14023,17968,bonvenigos,,,,,,,,,,4000,"""#OpenSubtitles"""
14024,17971,ovi,,,,,,,,,,4004,"""#OpenSubtitles"""
14027,17985,alvokante,,,,,,,,,,4024,"""#OpenSubtitles"""
14028,17990,demandinta,,,,,,,,,,4035,"""#OpenSubtitles"""
14029,17991,supozos,,,,,,,,,,4036,"""#OpenSubtitles"""
14030,17992,novjara,,,,,,,,,,5427,"""#OpenSubtitles"""
14031,17996,simbolika,,,,,,,,,,4046,"""#OpenSubtitles"""
14032,17997,malaktivigita,,,,,,,,,,6053,"""#OpenSubtitles"""
14033,17998,agnosku,[sound:agnosku_eo_ll.mp3],,,,,,,,Lingua Libre,4050,"""#OpenSubtitles"""
14034,18002,varmigu,,,,,,,,,,4056,"""#OpenSubtitles"""
14035,18017,vestiĝos,[sound:vestiĝos_eo_ll.mp3],,,,,,,,Lingua Libre,4072,"""#OpenSubtitles"""
14036,18023,konversacia,,,,,,,,,,5460,"""#OpenSubtitles"""
14037,18028,decidite,,,,,,,,,,4084,"""#OpenSubtitles"""
14038,18030,emt,,,,,,,,,,4088,"""#OpenSubtitles"""
14039,18032,vivita,,,,,,,,,,4334,"""#OpenSubtitles"""
14040,14040,akademiuloj,,,,,,,,,,3748,"""#OpenSubtitles"""
14040,18033,tradukas,,,,,,,,,,4088,"""#OpenSubtitles"""
14041,18042,teninta,,,,,,,,,,4098,"""#OpenSubtitles"""
14042,18054,corporation,,,,,,,,,,4112,"""#OpenSubtitles"""
14043,18055,subigi,,"to subdue, overwhelm, subjugate, subject",ESPDIC,,,,,,,4113,"""#OpenSubtitles"""
14044,18060,provokas,,,,,,,,,,4118,"""#OpenSubtitles"""
14046,18075,teknologie,,technologically,ESPDIC,,,,,,,4133,"""#OpenSubtitles"""
14047,18084,kotona,,cotton,ESPDIC,,,,,,,4211,"""#OpenSubtitles"""
14049,18091,legita,[sound:legita_eo_tts.mp3],has been read,OG,,"Kiuj libroj estas legotaj, kaj kiuj jam estas legitaj?=Which books are going to be read, and which have already been read?",,,,TTS Voĉroboto,19425,*Adjectives *Participles [DuoLingo] Communication+Language
14051,18109,senbaza,,"baseless, groundless, unfounded",ESPDIC,,,,,,,4260,"""#OpenSubtitles"""
14052,18114,balbutante,[sound:balbutante_eo_ll.mp3],,,,,,,,Lingua Libre,4166,"""#OpenSubtitles"""
14053,18115,oho,,,,,,,,,,4166,"""#OpenSubtitles"""
14054,18122,simulas,,,,,,,,,,4173,"""#OpenSubtitles"""
14056,18125,neordina,,,,,,,,,,4226,"""#OpenSubtitles"""
14057,18126,malfunkcias,,,,,,,,,,4173,"""#OpenSubtitles"""
14058,18130,bels,,,,,,,,,,4179,"""#OpenSubtitles"""
14059,18137,skrapas,,,,,,,,,,4186,"""#OpenSubtitles"""
14061,18143,ekspirante,,,,,,,,,,4193,"""#OpenSubtitles"""
14062,18148,estingi,[sound:estingi_eo_ll.mp3],"to extinguish, put out, put out, quench",ESPDIC,,,,,,Lingua Libre,4198,"""#OpenSubtitles"""
14063,18149,laceco,[sound:laceco_eo_ll.mp3],"fatigue, weariness",ESPDIC,,,,,,Lingua Libre,4149,"""#OpenSubtitles"""
14064,18151,stripa,,,,,,,,,,4250,"""#OpenSubtitles"""
14065,18154,hornas,,,,,,,,,,4199,"""#OpenSubtitles"""
14066,18155,eltiru,[sound:eltiru_eo_ll.mp3],,,,,,,,Lingua Libre,4199,"""#OpenSubtitles"""
14067,18168,rikoltas,,,,,,,,,,4213,"""#OpenSubtitles"""
14068,18172,lacigas,,,,,,,,,,4215,"""#OpenSubtitles"""
14069,18176,komo,[sound:komo_eo_ll.mp3],comma,ESPDIC,,,,,,Lingua Libre,4305,"""#OpenSubtitles"""
14070,18179,lertas,,,,,,,,,,4218,"""#OpenSubtitles"""
14071,18180,persvadis,,,,,,,,,,4218,"""#OpenSubtitles"""
14072,18181,ĉarme,,charmingly,ESPDIC,,,,,,,4219,"""#OpenSubtitles"""
14074,18183,malfermiĝu,,,,,,,,,,4222,"""#OpenSubtitles"""
14075,18184,longas,,,,,,,,,,4222,"""#OpenSubtitles"""
14078,18189,brought,,,,,,,,,,4227,"""#OpenSubtitles"""
14079,18191,came,,,,,,,,,,4228,"""#OpenSubtitles"""
14080,18192,bredas,,,,,,,,,,4228,"""#OpenSubtitles"""
14082,18202,nereala,,unreal,ESPDIC,,,,,,,5627,"""#OpenSubtitles"""
14084,18205,kunligas,,,,,,,,,,4240,"""#OpenSubtitles"""
14085,18206,leviĝante,,,,,,,,,,4240,"""#OpenSubtitles"""
14086,18212,diskutita,,,,,,,,,,6324,"""#OpenSubtitles"""
14087,18215,imponanta,,,,,,,,,,4251,"""#OpenSubtitles"""
14088,18223,misuzado,,abuse,ESPDIC,,,,,,,4256,"""#OpenSubtitles"""
14090,18236,aliras,,,,,,,,,,4270,"""#OpenSubtitles"""
14093,18246,varmigos,,,,,,,,,,4277,"""#OpenSubtitles"""
14094,18251,tune,,,,,,,,,,4283,"""#OpenSubtitles"""
14096,18260,bufedo,[sound:bufedo_eo_ll.mp3],buffet,ESPDIC,,,,,,Lingua Libre,4386,"""#OpenSubtitles"""
14097,14097,malordigon,,,,,,,,,,4017,"""#OpenSubtitles"""
14097,18267,kultivita,,,,,,,,,,4435,"""#OpenSubtitles"""
14099,18297,boulevard,,,,,,,,,,4337,"""#OpenSubtitles"""
14100,18299,ĝuas,[sound:ĝuas_eo_ll.mp3],,,,,,,,Lingua Libre,4340,"""#OpenSubtitles"""
14102,18304,ordinaro,,,,,,,,,,4344,"""#OpenSubtitles"""
14103,18309,komiti,,,,,,,,,,4349,"""#OpenSubtitles"""
14104,18310,eksplodu,[sound:eksplodu_eo_ll.mp3],,,,,,,,Lingua Libre,4349,"""#OpenSubtitles"""
14105,18313,blasfemo,[sound:blasfemo_eo_ll.mp3],"blasphemy, oath (curse)",ESPDIC,,,,,,Lingua Libre,4454,"""#OpenSubtitles"""
14106,18314,instrukciita,,,,,,,,,,4457,"""#OpenSubtitles"""
14107,18321,frakasos,,,,,,,,,,4358,"""#OpenSubtitles"""
14111,18328,ofertante,,,,,,,,,,4367,"""#OpenSubtitles"""
14114,18346,oldulo,[sound:oldulo_eo_ll.mp3],old man,ESPDIC,,,,,,Lingua Libre,4491,"""#OpenSubtitles"""
14115,18365,æeesto,,,,,,,,,,5801,"""#OpenSubtitles"""
14116,18367,nesentema,,insensitive,ESPDIC,,,,,,,6133,"""#OpenSubtitles"""
14117,18369,kulpe,,,,,,,,,,4398,"""#OpenSubtitles"""
14118,18376,plaĝa,,,,,,,,,,4579,"""#OpenSubtitles"""
14119,18378,organizos,,,,,,,,,,4408,"""#OpenSubtitles"""
14121,18390,superŝarĝita,,,,,,,,,,4540,"""#OpenSubtitles"""
14122,18402,farebla,[sound:farebla_eo_ll.mp3],"achievable, feasible",ESPDIC,,,,,,Lingua Libre,4431,"""#OpenSubtitles"""
14123,18406,revidu,,,,,,,,,,4432,"""#OpenSubtitles"""
14124,18414,alparoli,[sound:Lepticed7_alparoli.mp3],"to address, to speak to",OG,,Ĉu vi alparolis la kuraciston pri via problemo?=Did you speak to the doctor about your problem?,,,,Esperanto.cards,17730,*Verbs [DuoLingo] Words-w-Affixes
14125,18420,sojle,,,,,,,,,,4444,"""#OpenSubtitles"""
14126,18422,ekloĝi,,"to take up one’s residence, settle in",ESPDIC,,,,,,,4445,"""#OpenSubtitles"""
14127,18425,tipika,,,,,,,,,,4449,"""#OpenSubtitles"""
14128,18437,inundi,[sound:inundi_eo_ll.mp3],to flood,ESPDIC,,,,,,Lingua Libre,4462,"""#OpenSubtitles"""
14129,18438,alportinta,,,,,,,,,,4462,"""#OpenSubtitles"""
14130,18445,ridetos,,,,,,,,,,4466,"""#OpenSubtitles"""
14131,18453,malriĉe,,,,,,,,,,4472,"""#OpenSubtitles"""
14132,18460,fendeti,[sound:fendeti_eo_ll.mp3],,,,,,,,Lingua Libre,4480,"""#OpenSubtitles"""
14133,18462,bonvenigis,,,,,,,,,,4482,"""#OpenSubtitles"""
14134,18464,magazine,,,,,,,,,,4485,"""#OpenSubtitles"""
14135,18472,cedis,[sound:cedis_eo_ll.mp3],,,,,,,,Lingua Libre,4495,"""#OpenSubtitles"""
14136,18473,klaketas,,,,,,,,,,4496,"""#OpenSubtitles"""
14137,18477,malfruu,,,,,,,,,,4499,"""#OpenSubtitles"""
14138,18489,malhelpante,,,,,,,,,,4510,"""#OpenSubtitles"""
14140,14140,samklasanoj,,,,,,,,,,4339,"""#OpenSubtitles"""
14142,18504,evakuu,,,,,,,,,,4522,"""#OpenSubtitles"""
14143,18507,hand,,,,,,,,,,4524,"""#OpenSubtitles"""
14144,18528,fuŝas,,,,,,,,,,4544,"""#OpenSubtitles"""
14145,18532,sufokis,,,,,,,,,,4545,"""#OpenSubtitles"""
14146,18541,snow,,,,,,,,,,4550,"""#OpenSubtitles"""
14147,18547,metroo,[sound:Lepticed7_metroo.mp3],"subway, metro, underground (train)",OG,,Mi uzas la metroon ĉiutage.=I use the subway every day.,,,,Esperanto.cards,17766,*Nouns [DuoLingo] DailyLife
14148,14148,kromaj,,,,,,,,,,4354,"""#OpenSubtitles"""
14148,18554,game,,,,,,,,,,4560,"""#OpenSubtitles"""
14149,18555,division,,,,,,,,,,4560,"""#OpenSubtitles"""
14150,18558,expliku,,,,,,,,,,4564,"""#OpenSubtitles"""
14151,18570,duŝejo,[sound:duŝejo_eo_ll.mp3],shower stall,ESPDIC,,,,,,Lingua Libre,4577,"""#OpenSubtitles"""
14155,18600,ofertu,,,,,,,,,,4613,"""#OpenSubtitles"""
14158,18605,kadrita,,,,,,,,,,4874,"""#OpenSubtitles"""
14159,18610,rehejmeniru,,,,,,,,,,4624,"""#OpenSubtitles"""
14160,18612,amikiĝis,,,,,,,,,,4628,"""#OpenSubtitles"""
14162,18617,malfermite,,,,,,,,,,4632,"""#OpenSubtitles"""
14164,18621,tranĉado,,,,,,,,,,4915,"""#OpenSubtitles"""
14166,18629,troigu,,,,,,,,,,4651,"""#OpenSubtitles"""
14168,18653,bipas,,,,,,,,,,4676,"""#OpenSubtitles"""
14169,18661,silentigos,,,,,,,,,,4683,"""#OpenSubtitles"""
14171,18674,travidebleco,,transparency,ESPDIC,,,,,,,5113,"""#OpenSubtitles"""
14173,18681,tegmenta,,"roof, of a roof, roof-like",ESPDIC,,,,,,,7016,"""#OpenSubtitles"""
14174,18695,lsd,,,,,,,,,,6174,"""#OpenSubtitles"""
14175,18712,sciigis,,,,,,,,,,4744,"""#OpenSubtitles"""
14176,18726,kolorado,,,,,,,,,,4965,"""#OpenSubtitles"""
14177,18732,simpatias,,,,,,,,,,4762,"""#OpenSubtitles"""
14178,18741,kvereli,[sound:kvereli_eo_ll.mp3],"to quarrel, wrangle",ESPDIC,,,,,,Lingua Libre,4771,"""#OpenSubtitles"""
14179,18743,ekbruligas,,,,,,,,,,4773,"""#OpenSubtitles"""
14180,18744,chefa,,,,,,,,,,5165,"""#OpenSubtitles"""
14181,18786,saturita,,,,,,,,,,5035,"""#OpenSubtitles"""
14182,18801,konscie,[sound:konscie_eo_ll.mp3],"consciously, lucidly",ESPDIC,,,,,,Lingua Libre,4832,"""#OpenSubtitles"""
14183,18806,inkludita,,,,,,,,,,5062,"""#OpenSubtitles"""
14184,18820,fajropotenco,,,,,,,,,,5082,"""#OpenSubtitles"""
14186,18878,sekigu,[sound:sekigu_eo_ll.mp3],,,,,,,,Lingua Libre,4918,"""#OpenSubtitles"""
14187,19060,kombini,[sound:kombini_eo_ll.mp3],to combine,ESPDIC,,,,,,Lingua Libre,5117,"""#OpenSubtitles"""
14188,19065,premiero,,"first run, first night, première, premier, prime minister",ESPDIC,,,,,,,5423,"""#OpenSubtitles"""
14189,19066,observita,,,,,,,,,,6115,"""#OpenSubtitles"""
14191,19075,ellaboris,,,,,,,,,,5132,"""#OpenSubtitles"""
14192,19078,meduzo,[sound:meduzo_eo_ll.mp3],jellyfish,ESPDIC,,,,,,Lingua Libre,6122,"""#OpenSubtitles"""
14193,19080,batadu,,,,,,,,,,5136,"""#OpenSubtitles"""
14194,19081,mokante,,,,,,,,,,5136,"""#OpenSubtitles"""
14195,19084,reprezentos,,,,,,,,,,5137,"""#OpenSubtitles"""
14196,19086,pridemandis,,,,,,,,,,5137,"""#OpenSubtitles"""
14197,19094,malgaje,[sound:malgaje_eo_ll.mp3],"sadly, drearily",ESPDIC,,,,,,Lingua Libre,5146,"""#OpenSubtitles"""
14202,19103,investigi,,,,,,,,,,5153,"""#OpenSubtitles"""
14203,19106,sovaĝeco,,"fierceness, savageness",ESPDIC,,,,,,,5709,"""#OpenSubtitles"""
14204,19110,kaŝiĝos,,,,,,,,,,5159,"""#OpenSubtitles"""
14205,19111,deklaros,,,,,,,,,,5161,"""#OpenSubtitles"""
14206,19122,elektado,,election,ESPDIC,,,,,,,5167,"""#OpenSubtitles"""
14207,19123,kulisoj,,,,,,,,,,5169,"""#OpenSubtitles"""
14210,19126,ĝardenado,[sound:ĝardenado_eo_ll.mp3],,,,,,,,Lingua Libre,5723,"""#OpenSubtitles"""
14211,19128,kraŝas,,,,,,,,,,5172,"""#OpenSubtitles"""
14212,19135,rapidante,,,,,,,,,,5176,"""#OpenSubtitles"""
14214,19138,musketeroj,,,,,,,,,,5483,"""#OpenSubtitles"""
14215,19140,intriganta,,,,,,,,,,5487,"""#OpenSubtitles"""
14216,19144,invitante,,,,,,,,,,5180,"""#OpenSubtitles"""
14218,19147,oportune,,"advantageously, comfortably, conveniently, usefully, opportunely, handy",ESPDIC,,,,,,,5180,"""#OpenSubtitles"""
14219,19150,venkus,[sound:venkus_eo_ll.mp3],,,,,,,,Lingua Libre,5182,"""#OpenSubtitles"""
14221,19154,seksisma,,,,,,,,,,5187,"""#OpenSubtitles"""
14222,19158,malaltiĝas,,,,,,,,,,5189,"""#OpenSubtitles"""
14223,19159,inundado,,,,,,,,,,6189,"""#OpenSubtitles"""
14224,19160,akvumi,[sound:akvumi_eo_ll.mp3],"to flush, drench, irrigate, water, rinse",ESPDIC,,,,,,Lingua Libre,5190,"""#OpenSubtitles"""
14225,19164,malordigas,,,,,,,,,,5192,"""#OpenSubtitles"""
14226,19167,taksus,,,,,,,,,,5194,"""#OpenSubtitles"""
14227,19169,revokos,,,,,,,,,,5195,"""#OpenSubtitles"""
14228,19188,pridubi,[sound:pridubi_eo_ll.mp3],to (cast) doubt (upon),ESPDIC,,,,,,Lingua Libre,5210,"""#OpenSubtitles"""
14229,19189,romantike,,,,,,,,,,5210,"""#OpenSubtitles"""
14230,19191,iĝus,[sound:iĝus_eo_ll.mp3],,,,,,,,Lingua Libre,5211,"""#OpenSubtitles"""
14231,19193,realigita,,,,,,,,,,5790,"""#OpenSubtitles"""
14232,19199,sufokiĝos,,,,,,,,,,5219,"""#OpenSubtitles"""
14233,19206,mensmalsana,,mentally ill,ESPDIC,,,,,,,5801,"""#OpenSubtitles"""
14234,19208,kliniĝis,,,,,,,,,,5225,"""#OpenSubtitles"""
14235,19209,malpopulara,,,,,,,,,,5539,"""#OpenSubtitles"""
14237,14237,kunvenantaj,,,,,,,,,,4684,"""#OpenSubtitles"""
14238,19220,subuloj,,,,,,,,,,6871,"""#OpenSubtitles"""
14239,19221,kombinas,,,,,,,,,,5238,"""#OpenSubtitles"""
14240,19223,malboniĝis,,,,,,,,,,5238,"""#OpenSubtitles"""
14241,19224,mandatadon,,,,,,,,,,5238,"""#OpenSubtitles"""
14242,19229,skulptis,,,,,,,,,,5252,"""#OpenSubtitles"""
14243,19234,polite,,,,,,,,,,5260,"""#OpenSubtitles"""
14244,19236,mikso,,mix,ESPDIC,,,,,,,5571,"""#OpenSubtitles"""
14246,19245,versatila,,,,,,,,,,6244,"""#OpenSubtitles"""
14248,19249,famoza,,,,,,,,,,5574,"""#OpenSubtitles"""
14249,19251,originis,,,,,,,,,,5274,"""#OpenSubtitles"""
14250,19252,roll,,,,,,,,,,5274,"""#OpenSubtitles"""
14251,19259,promesante,,,,,,,,,,5280,"""#OpenSubtitles"""
14252,19263,plibonigos,,,,,,,,,,5281,"""#OpenSubtitles"""
14253,19264,enveni,[sound:enveni_eo_ll.mp3],"to come in, enter",ESPDIC,,,,,,Lingua Libre,5283,"""#OpenSubtitles"""
14254,19265,drenante,,,,,,,,,,5283,"""#OpenSubtitles"""
14255,19270,prezis,,,,,,,,,,5285,"""#OpenSubtitles"""
14256,19274,realizi,,,,,,,,,,5287,"""#OpenSubtitles"""
14258,19282,venĝos,[sound:venĝos_eo_ll.mp3],,,,,,,,Lingua Libre,5301,"""#OpenSubtitles"""
14259,19284,ekkomprenis,,,,,,,,,,5301,"""#OpenSubtitles"""
14260,19285,fondi,[sound:Lepticed7_fondi.mp3],"to found, to establish",OG,,Ili fondis gravan asocion.=They founded an important association.,,,,Esperanto.cards,17946,*Verbs [DuoLingo] [kontakto] [uea/facila]
14261,19286,reflektis,,,,,,,,,,5302,"""#OpenSubtitles"""
14262,14262,fortunaĵon,,,,,,,,,,4760,"""#OpenSubtitles"""
14262,19294,chesi,,,,,,,,,,5311,"""#OpenSubtitles"""
14263,19295,penu,[sound:penu_eo_ll.mp3],,,,,,,,Lingua Libre,5311,"""#OpenSubtitles"""
14264,19298,humiligante,,,,,,,,,,5314,"""#OpenSubtitles"""
14265,19300,konsumi,[sound:konsumi_eo_ll.mp3],"to consume, use up, exhaust",ESPDIC,,,,,,Lingua Libre,5316,"""#OpenSubtitles"""
14266,19306,takes,,,,,,,,,,5323,"""#OpenSubtitles"""
14267,19307,cediĝos,,,,,,,,,,5323,"""#OpenSubtitles"""
14268,19308,haveblas,,,,,,,,,,5323,"""#OpenSubtitles"""
14269,19319,ŝtopu,,,,,,,,,,5336,"""#OpenSubtitles"""
14271,19326,embuskis,,,,,,,,,,5341,"""#OpenSubtitles"""
14272,19331,esplorata,,,,,,,,,,5637,"""#OpenSubtitles"""
14277,19349,malakordas,,,,,,,,,,5367,"""#OpenSubtitles"""
14279,19354,lustri,,,,,,,,,,5371,"""#OpenSubtitles"""
14280,19356,mobilizi,[sound:mobilizi_eo_ll.mp3],to mobilize,ESPDIC,,,,,,Lingua Libre,5372,"""#OpenSubtitles"""
14281,19357,malfermiĝante,,,,,,,,,,5372,"""#OpenSubtitles"""
14282,19359,aids,,,,,,,,,,5374,"""#OpenSubtitles"""
14284,19364,ĉright,,,,,,,,,,5375,"""#OpenSubtitles"""
14285,19366,lokas,,,,,,,,,,5377,"""#OpenSubtitles"""
14286,19368,endanĝerigas,,,,,,,,,,5377,"""#OpenSubtitles"""
14287,19374,efektivigas,,,,,,,,,,5381,"""#OpenSubtitles"""
14288,19376,hezitos,,,,,,,,,,5382,"""#OpenSubtitles"""
14289,19379,atakus,[sound:atakus_eo_ll.mp3],,,,,,,,Lingua Libre,5384,"""#OpenSubtitles"""
14290,19381,blinkis,,,,,,,,,,5385,"""#OpenSubtitles"""
14291,19382,altiĝis,,,,,,,,,,5386,"""#OpenSubtitles"""
14292,19385,ordigos,,,,,,,,,,5388,"""#OpenSubtitles"""
14293,19389,heredi,[sound:heredi_eo_ll.mp3],to inherit,ESPDIC,,,,,,Lingua Libre,5390,"""#OpenSubtitles"""
14294,19390,agordas,,,,,,,,,,5390,"""#OpenSubtitles"""
14295,19392,rampanta,,,,,,,,,,5992,"""#OpenSubtitles"""
14296,19393,tragedie,,tragically,ESPDIC,,,,,,,5392,"""#OpenSubtitles"""
14297,19395,malstreĉiĝas,,,,,,,,,,5393,"""#OpenSubtitles"""
14299,19402,percepti,[sound:percepti_eo_ll.mp3],"to discern, find, notice, perceive",ESPDIC,,,,,,Lingua Libre,5401,"""#OpenSubtitles"""
14300,19403,perceptis,,,,,,,,,,5401,"""#OpenSubtitles"""
14302,19413,disigis,,,,,,,,,,5409,"""#OpenSubtitles"""
14303,19418,dormeto,[sound:dormeto_eo_tts.mp3],"nap, snooze",OG,,La dormeto estis tro mallonga.=The nap was too short.,,,,TTS Voĉroboto,25233,*Nouns Words-w-Affixes
14304,19419,tradukiĝas,,,,,,,,,,5416,"""#OpenSubtitles"""
14305,19420,fraction,,,,,,,,,,5416,"""#OpenSubtitles"""
14306,19421,violente,,violently,ESPDIC,,,,,,,5416,"""#OpenSubtitles"""
14307,19424,pitoreska,[sound:pitoreska_eo_ll.mp3],picturesque,ESPDIC,,,,,,Lingua Libre,6028,"""#OpenSubtitles"""
14308,19426,rompanta,,,,,,,,,,6029,"""#OpenSubtitles"""
14309,19429,enspiras,,,,,,,,,,5420,"""#OpenSubtitles"""
14311,19432,filtri,[sound:filtri_eo_ll.mp3],to filter,ESPDIC,,,,,,Lingua Libre,5423,"""#OpenSubtitles"""
14312,19433,servanta,,,,,,,,,,5737,"""#OpenSubtitles"""
14313,19439,magazena,,,,,,,,,,5428,"""#OpenSubtitles"""
14314,19446,fidema,,"confident, trusting",ESPDIC,,,,,,,5432,"""#OpenSubtitles"""
14315,19447,salteti,[sound:salteti_eo_ll.mp3],"to frisk, hop, skip",ESPDIC,,,,,,Lingua Libre,5432,"""#OpenSubtitles"""
14316,19451,dormeti,[sound:Lepticed7_dormeti.mp3],to nap,OG,,"Estis bone, dormeti post la manĝo.=It was good to nap after the meal.",,,,Esperanto.cards,18049,*Verbs [DuoLingo] Words-w-Affixes
14317,19454,ĝojigis,,,,,,,,,,5437,"""#OpenSubtitles"""
14319,19458,parkos,[sound:parkos_eo_ll.mp3],,,,,,,,Lingua Libre,5440,"""#OpenSubtitles"""
14321,19463,pereo,[sound:pereo_eo_ll.mp3],"destruction, doom, downfall, fall, perdition, ruin, wreck",ESPDIC,,,,,,Lingua Libre,5445,"""#OpenSubtitles"""
14322,19467,alarmi,[sound:alarmi_eo_ll.mp3],"to alarm, raise the alarm, sound the alarm",ESPDIC,,,,,,Lingua Libre,5449,"""#OpenSubtitles"""
14323,19471,bazi,[sound:bazi_eo_ll.mp3],"to base, be based",ESPDIC,,,,,,Lingua Libre,5455,"""#OpenSubtitles"""
14324,19472,privilegita,,,,,,,,,,5757,"""#OpenSubtitles"""
14325,19473,pruvita,,,,,,,,,,6079,"""#OpenSubtitles"""
14326,19475,eksplodinta,[sound:eksplodinta_eo_ll.mp3],,,,,,,,Lingua Libre,5456,"""#OpenSubtitles"""
14327,19477,salt,,,,,,,,,,5456,"""#OpenSubtitles"""
14329,19480,komprenata,[sound:komprenata_eo_ll.mp3],,,,,,,,Lingua Libre,5760,"""#OpenSubtitles"""
14331,19486,justigo,,,,,,,,,,6091,"""#OpenSubtitles"""
14332,19488,furiozas,,,,,,,,,,5462,"""#OpenSubtitles"""
14333,19491,ekscitis,,,,,,,,,,5465,"""#OpenSubtitles"""
14335,19504,nekonscia,,unconscious,ESPDIC,,,,,,,5478,"""#OpenSubtitles"""
14336,19506,trudi,[sound:trudi_eo_ll.mp3],"to assert, coerce, force, impose, thrust",ESPDIC,,,,,,Lingua Libre,5479,"""#OpenSubtitles"""
14339,19515,malfortas,,,,,,,,,,5485,"""#OpenSubtitles"""
14342,19532,trankviliĝas,,,,,,,,,,5494,"""#OpenSubtitles"""
14343,19534,optimisto,,optimist,ESPDIC,,,,,,,5494,"""#OpenSubtitles"""
14344,19540,kreskigas,,,,,,,,,,5500,"""#OpenSubtitles"""
14345,19541,marŝado,,march,ESPDIC,,,,,,,7151,"""#OpenSubtitles"""
14346,19542,malaperintoj,,,,,,,,,,6526,"""#OpenSubtitles"""
14347,19545,listigas,,,,,,,,,,5501,"""#OpenSubtitles"""
14348,19552,malfortigas,,,,,,,,,,5512,"""#OpenSubtitles"""
14350,19559,protestis,,,,,,,,,,5517,"""#OpenSubtitles"""
14352,19565,apelacias,,,,,,,,,,5523,"""#OpenSubtitles"""
14353,19567,prudente,,"intelligently, prudently, sensibly, wisely",ESPDIC,,,,,,,5523,"""#OpenSubtitles"""
14354,19570,masakris,,,,,,,,,,5524,"""#OpenSubtitles"""
14355,19579,multekoste,,expensively,ESPDIC,,,,,,,5530,"""#OpenSubtitles"""
14356,19583,sume,,altogether,ESPDIC,,,,,,,5532,"""#OpenSubtitles"""
14357,19584,transloĝiĝis,,,,,,,,,,5532,"""#OpenSubtitles"""
14358,19587,delikateco,,"tact, tenderness",ESPDIC,,,,,,,6546,"""#OpenSubtitles"""
14359,19592,korupti,[sound:korupti_eo_ll.mp3],"to bribe, taint, corrupt",ESPDIC,,,,,,Lingua Libre,5542,"""#OpenSubtitles"""
14362,19616,disigos,,,,,,,,,,5556,"""#OpenSubtitles"""
14363,19624,malsaniĝos,,,,,,,,,,5562,"""#OpenSubtitles"""
14365,19633,plifortigas,,,,,,,,,,5570,"""#OpenSubtitles"""
14366,19634,reproduktiĝas,,,,,,,,,,5570,"""#OpenSubtitles"""
14367,14367,logan,,,,,,,,,,7049,"""#OpenSubtitles"""
14368,19637,novgeedzoj,,,,,,,,,,5571,"""#OpenSubtitles"""
14369,14369,maureen,,,,,,,,,,6899,"""#OpenSubtitles"""
14370,19641,planante,,,,,,,,,,5574,"""#OpenSubtitles"""
14371,19653,determinos,,,,,,,,,,5583,"""#OpenSubtitles"""
14372,19656,mordetu,,,,,,,,,,5586,"""#OpenSubtitles"""
14373,19659,preterpasos,,,,,,,,,,5586,"""#OpenSubtitles"""
14374,19661,ekprenas,,,,,,,,,,5587,"""#OpenSubtitles"""
14375,19664,nostalgie,,nostalgically,ESPDIC,,,,,,,5590,"""#OpenSubtitles"""
14376,19667,establas,,,,,,,,,,5591,"""#OpenSubtitles"""
